C
C  Ground state configurations and ionization energies of free atoms of
 63 Eu 12 N3 4p3/2  4  2.68136E+02  2.62000E+02  2.57000E+02  6.58279E+00  2.35000E+00
 63 Eu 13 N4 4d3/2  4  1.55361E+02  1.43000E+02  1.33000E+02  2.23226E+00  2.20000E+00
 63 Eu 14 N5 4d5/2  6  1.49861E+02  1.37000E+02  1.27700E+02  1.89174E+00  1.90000E+00
 63 Eu 17 O1 5s1/2  2  5.30064E+01  4.50000E+01  3.20000E+01  1.03341E+00  0.00000E+00
 63 Eu 18 O2 5p1/2  2  3.38468E+01  3.00000E+01  2.20000E+01  0.00000E+00  0.00000E+00
 63 Eu 19 O3 5p3/2  4  2.94764E+01  2.60000E+01  2.20000E+01  0.00000E+00  0.00000E+00
 63 Eu 15 N6 4f5/2  6  1.61995E+01  6.00000E+00  3.50000E+00  0.00000E+00  0.00000E+00
 63 Eu 20 O4 5d3/2  1  5.22270E+00  5.68000E+00  3.18000E+00  0.00000E+00  0.00000E+00
 63 Eu 24 P1 6s1/2  2  5.60945E+00  5.68000E+00  3.18000E+00  0.00000E+00  0.00000E+00
 64 Gd  1 K  1s1/2  2  5.03043E+04  5.02430E+04  5.02390E+04  2.18317E+01  2.24000E+01
 64 Gd  2 L1 2s1/2  2  8.34989E+03  8.38000E+03  8.37600E+03  4.59527E+00  3.80000E+00
 64 Gd  3 L2 2p1/2  2  7.94703E+03  7.93500E+03  7.93000E+03  3.70833E+00  3.87000E+00
 64 Gd  4 L3 2p3/2  4  7.24202E+03  7.24700E+03  7.24300E+03  3.54535E+00  3.72000E+00
 64 Gd  5 M1 3s1/2  2  1.86450E+03  1.88400E+03  1.88100E+03  1.58102E+01  1.28000E+01
 64 Gd  6 M2 3p1/2  2  1.68683E+03  1.69200E+03  1.68800E+03  7.67650E+00  5.60000E+00
 64 Gd  7 M3 3p3/2  4  1.54122E+03  1.54700E+03  1.54400E+03  8.11366E+00  8.30000E+00
 64 Gd  8 M4 3d3/2  4  1.23104E+03  1.22000E+03  1.22190E+03  1.33062E+00  9.50000E-01
 64 Gd  9 M5 3d5/2  6  1.19903E+03  1.18900E+03  1.18960E+03  9.51286E-01  9.50000E-01
 64 Gd 10 N1 4s1/2  2  3.81278E+02  3.80000E+02  3.78600E+02  1.06433E+01  4.90000E+00
 64 Gd 11 N2 4p1/2  2  3.11182E+02  3.00000E+02  2.86000E+02  8.79722E+00  5.23000E+00
 64 Gd 12 N3 4p3/2  4  2.78565E+02  2.73000E+02  2.71000E+02  6.86023E+00  2.50000E+00
 64 Gd 13 N4 4d3/2  4  1.61871E+02  1.50000E+02  1.40340E+02  2.14789E+00  2.45000E+00
 64 Gd 14 N5 4d5/2  6  1.55890E+02  1.43000E+02  1.40340E+02  2.09136E+00  2.20000E+00
 64 Gd 17 O1 5s1/2  2  5.45807E+01  4.60000E+01  3.60000E+01  1.54282E+00  0.00000E+00
 64 Gd 18 O2 5p1/2  2  3.47552E+01  3.10000E+01  2.80000E+01  0.00000E+00  0.00000E+00
 64 Gd 19 O3 5p3/2  4  3.00729E+01  2.70000E+01  2.10000E+01  0.00000E+00  0.00000E+00
 64 Gd 15 N6 4f5/2  6  1.66818E+01  6.10700E+00  8.60000E+00  0.00000E+00  0.00000E+00
 64 Gd 16 N7 4f7/2  1  1.58312E+01  6.00000E+00  8.60000E+00  0.00000E+00  0.00000E+00
 64 Gd 20 O4 5d3/2  1  5.13193E+00  6.00000E+00  3.10000E+00  0.00000E+00  0.00000E+00
 64 Gd 24 P1 6s1/2  2  5.68936E+00  6.00000E+00  3.10000E+00  0.00000E+00  0.00000E+00
 65 Tb  1 K  1s1/2  2  5.20685E+04  5.19990E+04  5.19960E+04  2.32202E+01  2.38000E+01
 65 Tb  2 L1 2s1/2  2  8.68145E+03  8.71100E+03  8.70800E+03  4.71649E+00  4.00000E+00
 65 Tb  3 L2 2p1/2  2  8.26910E+03  8.25600E+03  8.25200E+03  3.77310E+00  3.93000E+00
 65 Tb  4 L3 2p3/2  4  7.51288E+03  7.51800E+03  7.51400E+03  3.63040E+00  3.80000E+00
 65 Tb  5 M1 3s1/2  2  1.94505E+03  1.96500E+03  1.96800E+03  1.65292E+01  1.30000E+01
 65 Tb  6 M2 3p1/2  2  1.76258E+03  1.76800E+03  1.76800E+03  8.48359E+00  5.80000E+00
 65 Tb  7 M3 3p3/2  4  1.60546E+03  1.61200E+03  1.61100E+03  8.57319E+00  8.20000E+00
 65 Tb  8 M4 3d3/2  4  1.28759E+03  1.27700E+03  1.27690E+03  1.55312E+00  1.01000E+00
 65 Tb  9 M5 3d5/2  6  1.25301E+03  1.24300E+03  1.24110E+03  1.00538E+00  1.01000E+00
 65 Tb 10 N1 4s1/2  2  3.96896E+02  3.98000E+02  3.96000E+02  1.13393E+01  5.10000E+00
 65 Tb 11 N2 4p1/2  2  3.24414E+02  3.15000E+02  3.22400E+02  1.44177E+01  5.26000E+00
 65 Tb 12 N3 4p3/2  4  2.89095E+02  2.85000E+02  2.84100E+02  7.54745E+00  2.65000E+00
 65 Tb 13 N4 4d3/2  4  1.68430E+02  1.57000E+02  1.45980E+02  3.42368E+00  2.70000E+00
 65 Tb 14 N5 4d5/2  6  1.61940E+02  1.50000E+02  1.45980E+02  2.84205E+00  2.40000E+00
 65 Tb 17 O1 5s1/2  2  5.61718E+01  4.80000E+01  4.56000E+01  2.31352E+00  0.00000E+00
 65 Tb 18 O2 5p1/2  2  3.56698E+01  3.20000E+01  2.87000E+01  0.00000E+00  0.00000E+00
 65 Tb 19 O3 5p3/2  4  3.06604E+01  2.80000E+01  2.26000E+01  0.00000E+00  0.00000E+00
 65 Tb 15 N6 4f5/2  6  1.71076E+01  6.00000E+00  7.70000E+00  0.00000E+00  0.00000E+00
 65 Tb 16 N7 4f7/2  2  1.61618E+01  5.90000E+00  2.40000E+00  0.00000E+00  0.00000E+00
 65 Tb 20 O4 5d3/2  1  5.03500E+00  5.90000E+00  2.90000E+00  0.00000E+00  0.00000E+00
 65 Tb 24 P1 6s1/2  2  5.77140E+00  5.90000E+00  2.90000E+00  0.00000E+00  0.00000E+00
 66 Dy  1 K  1s1/2  2  5.38694E+04  5.37920E+04  5.37890E+04  2.46868E+01  2.53000E+01
 66 Dy  2 L1 2s1/2  2  9.02105E+03  9.05000E+03  9.04600E+03  4.85480E+00  4.30000E+00
 66 Dy  3 L2 2p1/2  2  8.59911E+03  8.58500E+03  8.58100E+03  3.85718E+00  4.01000E+00
 66 Dy  4 L3 2p3/2  4  7.78870E+03  7.79400E+03  7.79000E+03  3.72603E+00  3.90000E+00
 66 Dy  5 M1 3s1/2  2  2.02754E+03  2.04800E+03  2.04700E+03  1.69853E+01  1.32000E+01
 66 Dy  6 M2 3p1/2  2  1.84021E+03  1.84600E+03  1.84200E+03  8.85554E+00  6.00000E+00
 66 Dy  7 M3 3p3/2  4  1.67087E+03  1.67800E+03  1.67600E+03  8.97380E+00  8.00000E+00
 66 Dy  8 M4 3d3/2  4  1.34524E+03  1.33500E+03  1.33300E+03  1.68881E+00  1.06500E+00
 66 Dy  9 M5 3d5/2  6  1.30795E+03  1.29800E+03  1.29260E+03  1.06465E+00  1.06500E+00
 66 Dy 10 N1 4s1/2  2  4.12836E+02  4.16000E+02  4.14200E+02  1.18214E+01  5.40000E+00
 66 Dy 11 N2 4p1/2  2  3.37928E+02  3.31000E+02  3.33500E+02  1.48397E+01  5.30000E+00
 66 Dy 12 N3 4p3/2  4  2.99740E+02  2.97000E+02  2.93200E+02  7.99948E+00  2.80000E+00
 66 Dy 13 N4 4d3/2  4  1.75049E+02  1.64000E+02  1.52320E+02  4.09685E+00  2.95000E+00
 66 Dy 14 N5 4d5/2  6  1.68019E+02  1.57000E+02  1.52320E+02  3.37581E+00  2.60000E+00
 66 Dy 17 O1 5s1/2  2  5.77830E+01  5.00000E+01  4.99000E+01  3.08412E+00  0.00000E+00
 66 Dy 18 O2 5p1/2  2  3.65928E+01  3.30000E+01  2.63000E+01  0.00000E+00  0.00000E+00
 66 Dy 19 O3 5p3/2  4  3.12403E+01  2.80000E+01  2.63000E+01  0.00000E+00  0.00000E+00
 66 Dy 15 N6 4f5/2  6  1.74814E+01  6.00000E+00  8.00000E+00  0.00000E+00  0.00000E+00
 66 Dy 16 N7 4f7/2  3  1.64341E+01  5.95300E+00  4.30000E+00  0.00000E+00  0.00000E+00
 66 Dy 20 O4 5d3/2  1  4.93184E+00  5.95300E+00  2.95300E+00  0.00000E+00  0.00000E+00
 66 Dy 24 P1 6s1/2  2  5.85333E+00  5.95300E+00  2.95300E+00  0.00000E+00  0.00000E+00
 67 Ho  1 K  1s1/2  2  5.57076E+04  5.56220E+04  5.56180E+04  2.62178E+01  2.69000E+01
 67 Ho  2 L1 2s1/2  2  9.36888E+03  9.39800E+03  9.39400E+03  4.98360E+00  4.50000E+00
 67 Ho  3 L2 2p1/2  2  8.93722E+03  8.92200E+03  8.91800E+03  3.94271E+00  4.09000E+00
 67 Ho  4 L3 2p3/2  4  8.06952E+03  8.07500E+03  8.07100E+03  3.82397E+00  4.00000E+00
 67 Ho  5 M1 3s1/2  2  2.11203E+03  2.13300E+03  2.12800E+03  1.74496E+01  1.34000E+01
 67 Ho  6 M2 3p1/2  2  1.91978E+03  1.92600E+03  1.92300E+03  9.22218E+00  6.30000E+00
 67 Ho  7 M3 3p3/2  4  1.73746E+03  1.74600E+03  1.74100E+03  9.39641E+00  7.80000E+00
 67 Ho  8 M4 3d3/2  4  1.40403E+03  1.39500E+03  1.39200E+03  1.84598E+00  1.13000E+00
 67 Ho  9 M5 3d5/2  6  1.36386E+03  1.35400E+03  1.35100E+03  1.12698E+00  1.13000E+00
 67 Ho 10 N1 4s1/2  2  4.29121E+02  4.34000E+02  4.32400E+02  1.22984E+01  5.60000E+00
 67 Ho 11 N2 4p1/2  2  3.51744E+02  3.48000E+02  3.43500E+02  1.61628E+01  5.33000E+00
 67 Ho 12 N3 4p3/2  4  3.10509E+02  3.10000E+02  3.08200E+02  8.42761E+00  2.95000E+00
 67 Ho 13 N4 4d3/2  4  1.81736E+02  1.72000E+02  1.60000E+02  4.71553E+00  3.15000E+00
 67 Ho 14 N5 4d5/2  6  1.74135E+02  1.64000E+02  1.60000E+02  3.94608E+00  2.80000E+00
 67 Ho 17 O1 5s1/2  2  5.94189E+01  5.20000E+01  4.93000E+01  3.85482E+00  0.00000E+00
 67 Ho 18 O2 5p1/2  2  3.75277E+01  3.40000E+01  3.08000E+01  0.00000E+00  0.00000E+00
 67 Ho 19 O3 5p3/2  4  3.18152E+01  2.90000E+01  2.41000E+01  0.00000E+00  0.00000E+00
 67 Ho 15 N6 4f5/2  6  1.78093E+01  6.01300E+00  8.60000E+00  0.00000E+00  0.00000E+00
 67 Ho 16 N7 4f7/2  4  1.66533E+01  6.00000E+00  5.20000E+00  0.00000E+00  0.00000E+00
 67 Ho 20 O4 5d3/2  1  4.82454E+00  6.00000E+00  3.00000E+00  0.00000E+00  0.00000E+00
 67 Ho 24 P1 6s1/2  2  5.93764E+00  6.00000E+00  3.00000E+00  0.00000E+00  0.00000E+00
 68 Er  1 K  1s1/2  2  5.75835E+04  5.74890E+04  5.74860E+04  2.78309E+01  2.85000E+01
 68 Er  2 L1 2s1/2  2  9.72508E+03  9.75400E+03  9.75100E+03  5.11551E+00  4.70000E+00
 68 Er  3 L2 2p1/2  2  9.28359E+03  9.26700E+03  9.26400E+03  4.03011E+00  4.18000E+00
 68 Er  4 L3 2p3/2  4  8.35535E+03  8.36100E+03  8.35800E+03  3.92488E+00  4.10000E+00
 68 Er  5 M1 3s1/2  2  2.19858E+03  2.22000E+03  2.20700E+03  1.78729E+01  1.36000E+01
 68 Er  6 M2 3p1/2  2  2.00135E+03  2.00800E+03  2.00600E+03  9.58360E+00  6.60000E+00
 68 Er  7 M3 3p3/2  4  1.80526E+03  1.81500E+03  1.81200E+03  9.65141E+00  7.50000E+00
 68 Er  8 M4 3d3/2  4  1.46397E+03  1.45600E+03  1.45300E+03  2.00686E+00  1.20000E+00
 68 Er  9 M5 3d5/2  6  1.42076E+03  1.41200E+03  1.40900E+03  1.19619E+00  1.20000E+00
 68 Er 10 N1 4s1/2  2  4.45770E+02  4.52000E+02  4.49800E+02  1.27754E+01  5.80000E+00
 68 Er 11 N2 4p1/2  2  3.65882E+02  3.65000E+02  3.66200E+02  1.66769E+01  5.36000E+00
 68 Er 12 N3 4p3/2  4  3.21411E+02  3.23000E+02  3.20200E+02  8.85175E+00  3.15000E+00
 68 Er 13 N4 4d3/2  4  1.88499E+02  1.81000E+02  1.67750E+02  5.61802E+00  3.35000E+00
 68 Er 14 N5 4d5/2  6  1.80294E+02  1.72000E+02  1.67750E+02  4.54816E+00  2.95000E+00
 68 Er 17 O1 5s1/2  2  6.10823E+01  5.40000E+01  5.06000E+01  4.27522E+00  0.00000E+00
 68 Er 18 O2 5p1/2  2  3.84767E+01  3.50000E+01  3.14000E+01  0.00000E+00  0.00000E+00
 68 Er 19 O3 5p3/2  4  3.23862E+01  3.00000E+01  2.47000E+01  0.00000E+00  0.00000E+00
 68 Er 15 N6 4f5/2  6  1.80946E+01  6.06700E+00  3.06700E+00  0.00000E+00  0.00000E+00
 68 Er 16 N7 4f7/2  5  1.68229E+01  6.00000E+00  4.70000E+00  0.00000E+00  0.00000E+00
 68 Er 20 O4 5d3/2  1  4.71309E+00  6.00000E+00  3.00000E+00  0.00000E+00  0.00000E+00
 68 Er 24 P1 6s1/2  2  6.02284E+00  6.00000E+00  3.00000E+00  0.00000E+00  0.00000E+00
 69 Tm  1 K  1s1/2  2  5.94978E+04  5.93930E+04  5.93900E+04  2.95078E+01  3.02000E+01
 69 Tm  2 L1 2s1/2  2  1.00898E+04  1.01180E+04  1.01160E+04  6.16187E+00  4.90000E+00
 69 Tm  3 L2 2p1/2  2  9.63838E+03  9.62000E+03  9.61700E+03  4.12017E+00  4.26000E+00
 69 Tm  4 L3 2p3/2  4  8.64620E+03  8.65100E+03  8.64800E+03  4.02722E+00  4.20000E+00
 69 Tm  5 M1 3s1/2  2  2.28723E+03  2.30900E+03  2.30700E+03  1.82573E+01  1.38000E+01
 69 Tm  6 M2 3p1/2  2  2.08496E+03  2.09200E+03  2.09000E+03  9.93990E+00  6.85000E+00
 69 Tm  7 M3 3p3/2  4  1.87427E+03  1.88500E+03  1.88500E+03  1.00647E+01  7.10000E+00
 69 Tm  8 M4 3d3/2  4  1.52506E+03  1.51800E+03  1.51500E+03  2.17167E+00  1.27000E+00
 69 Tm  9 M5 3d5/2  6  1.47865E+03  1.47100E+03  1.46800E+03  1.27080E+00  1.27000E+00
 69 Tm 10 N1 4s1/2  2  4.62801E+02  4.71000E+02  4.70900E+02  1.32635E+01  6.10000E+00
 69 Tm 11 N2 4p1/2  2  3.80358E+02  3.82000E+02  3.85900E+02  1.79879E+01  5.40000E+00
 69 Tm 12 N3 4p3/2  4  3.32454E+02  3.36000E+02  3.32600E+02  9.25039E+00  3.30000E+00
 69 Tm 13 N4 4d3/2  4  1.95346E+02  1.90000E+02  1.75360E+02  6.36301E+00  3.55000E+00
 69 Tm 14 N5 4d5/2  6  1.86502E+02  1.81000E+02  1.75360E+02  5.18424E+00  3.10000E+00
 69 Tm 17 O1 5s1/2  2  6.27770E+01  5.60000E+01  5.47000E+01  4.69572E+00  0.00000E+00
 69 Tm 18 O2 5p1/2  2  3.94424E+01  3.60000E+01  3.18000E+01  0.00000E+00  0.00000E+00
 69 Tm 19 O3 5p3/2  4  3.29552E+01  3.00000E+01  2.50000E+01  0.00000E+00  0.00000E+00
 69 Tm 15 N6 4f5/2  6  1.83417E+01  7.00000E+00  4.00000E+00  0.00000E+00  0.00000E+00
 69 Tm 16 N7 4f7/2  6  1.69467E+01  6.45300E+00  4.60000E+00  0.00000E+00  0.00000E+00
 69 Tm 20 O4 5d3/2  1  4.59890E+00  6.45300E+00  3.45300E+00  0.00000E+00  0.00000E+00
 69 Tm 24 P1 6s1/2  2  6.11035E+00  6.45300E+00  3.45300E+00  0.00000E+00  0.00000E+00
 70 Yb  1 K  1s1/2  2  6.14430E+04  6.13350E+04  6.13320E+04  3.12630E+01  3.20000E+01
 70 Yb  2 L1 2s1/2  2  1.04549E+04  1.04900E+04  1.04860E+04  8.04117E+00  5.20000E+00
 70 Yb  3 L2 2p1/2  2  9.99354E+03  9.98100E+03  9.97800E+03  4.21330E+00  4.36000E+00
 70 Yb  4 L3 2p3/2  4  8.93379E+03  8.94600E+03  8.94400E+03  4.13213E+00  4.31000E+00
 70 Yb  5 M1 3s1/2  2  2.36879E+03  2.40100E+03  2.39800E+03  1.86977E+01  1.39000E+01
 70 Yb  6 M2 3p1/2  2  2.16145E+03  2.17800E+03  2.17300E+03  1.03236E+01  7.10000E+00
 70 Yb  7 M3 3p3/2  4  1.93526E+03  1.95600E+03  1.95000E+03  1.05044E+01  6.70000E+00
 70 Yb  8 M4 3d3/2  4  1.57818E+03  1.58000E+03  1.57600E+03  2.34665E+00  1.35000E+00
 70 Yb  9 M5 3d5/2  6  1.52836E+03  1.53100E+03  1.52800E+03  1.34995E+00  1.35000E+00
 70 Yb 10 N1 4s1/2  2  4.71391E+02  4.90000E+02  4.80500E+02  1.37485E+01  6.30000E+00
 70 Yb 11 N2 4p1/2  2  3.86405E+02  3.99000E+02  3.88700E+02  1.88750E+01  5.50000E+00
 70 Yb 12 N3 4p3/2  4  3.35034E+02  3.49000E+02  3.39700E+02  9.64883E+00  3.50000E+00
 70 Yb 13 N4 4d3/2  4  1.93837E+02  2.00000E+02  1.91200E+02  7.25602E+00  3.70000E+00
 70 Yb 14 N5 4d5/2  6  1.84384E+02  1.90000E+02  1.82400E+02  5.84944E+00  3.20000E+00
 70 Yb 17 O1 5s1/2  2  5.99850E+01  5.80000E+01  5.20000E+01  5.11612E+00  0.00000E+00
 70 Yb 18 O2 5p1/2  2  3.65008E+01  3.70000E+01  3.03000E+01  4.20524E-02  0.00000E+00
 70 Yb 19 O3 5p3/2  4  3.00173E+01  3.10000E+01  2.41000E+01  6.10480E-03  0.00000E+00
 70 Yb 15 N6 4f5/2  6  1.10409E+01  8.00000E+00  2.50000E+00  0.00000E+00  3.00000E-02
 70 Yb 16 N7 4f7/2  8  9.58988E+00  7.00000E+00  1.30000E+00  0.00000E+00  3.00000E-02
 70 Yb 24 P1 6s1/2  2  5.61851E+00  6.25000E+00  2.95000E+00  0.00000E+00  0.00000E+00
 71 Lu  1 K  1s1/2  2  6.34434E+04  6.33200E+04  6.33140E+04  3.31070E+01  3.39000E+01
 71 Lu  2 L1 2s1/2  2  1.08457E+04  1.08760E+04  1.08700E+04  8.63643E+00  5.40000E+00
 71 Lu  3 L2 2p1/2  2  1.03739E+04  1.03550E+04  1.03490E+04  4.32050E+00  4.46000E+00
 71 Lu  4 L3 2p3/2  4  9.24305E+03  9.25000E+03  9.24400E+03  4.24750E+00  4.43000E+00
 71 Lu  5 M1 3s1/2  2  2.47109E+03  2.49900E+03  2.49100E+03  1.85755E+01  1.41000E+01
 71 Lu  6 M2 3p1/2  2  2.25853E+03  2.27000E+03  2.26400E+03  1.06535E+01  7.30000E+00
 71 Lu  7 M3 3p3/2  4  2.01602E+03  2.03200E+03  2.02400E+03  1.09084E+01  6.00000E+00
 71 Lu  8 M4 3d3/2  4  1.65078E+03  1.64700E+03  1.63900E+03  2.44643E+00  1.43000E+00
 71 Lu  9 M5 3d5/2  6  1.59742E+03  1.59600E+03  1.58900E+03  1.43288E+00  1.43000E+00
 71 Lu 10 N1 4s1/2  2  4.98084E+02  5.14000E+02  5.06800E+02  1.40116E+01  6.60000E+00
 71 Lu 11 N2 4p1/2  2  4.10395E+02  4.20000E+02  4.12400E+02  1.65091E+01  5.50000E+00
 71 Lu 12 N3 4p3/2  4  3.54993E+02  3.66000E+02  3.59200E+02  9.83048E+00  3.65000E+00
 71 Lu 13 N4 4d3/2  4  2.09312E+02  2.13000E+02  2.06100E+02  6.42110E+00  3.80000E+00
 71 Lu 14 N5 4d5/2  6  1.99084E+02  2.02000E+02  1.96300E+02  6.19580E+00  3.30000E+00
 71 Lu 17 O1 5s1/2  2  6.62714E+01  6.20000E+01  5.73000E+01  5.29253E+00  0.00000E+00
 71 Lu 18 O2 5p1/2  2  4.14327E+01  3.90000E+01  3.36000E+01  5.61895E-01  0.00000E+00
 71 Lu 19 O3 5p3/2  4  3.40911E+01  3.20000E+01  2.67000E+01  2.13014E-01  0.00000E+00
 71 Lu 15 N6 4f5/2  6  1.87335E+01  1.30000E+01  8.90000E+00  0.00000E+00  3.00000E-02
 71 Lu 16 N7 4f7/2  8  1.70679E+01  1.20000E+01  7.16000E+00  0.00000E+00  3.00000E-02
 71 Lu 20 O4 5d3/2  1  4.36421E+00  6.86700E+00  3.56700E+00  0.00000E+00  0.00000E+00
 71 Lu 24 P1 6s1/2  2  6.29122E+00  6.86700E+00  3.56700E+00  0.00000E+00  0.00000E+00
 72 Hf  1 K  1s1/2  2  6.54842E+04  6.53500E+04  6.53510E+04  3.50376E+01  3.59000E+01
 72 Hf  2 L1 2s1/2  2  1.12461E+04  1.12750E+04  1.12710E+04  9.13081E+00  5.70000E+00
 72 Hf  3 L2 2p1/2  2  1.07639E+04  1.07420E+04  1.07390E+04  4.43580E+00  4.57000E+00
 72 Hf  4 L3 2p3/2  4  9.55798E+03  9.56400E+03  9.56100E+03  4.36860E+00  4.55000E+00
 72 Hf  5 M1 3s1/2  2  2.57645E+03  2.60400E+03  2.60100E+03  1.81815E+01  1.42000E+01
 72 Hf  6 M2 3p1/2  2  2.35859E+03  2.36900E+03  2.36500E+03  1.09636E+01  7.50000E+00
 72 Hf  7 M3 3p3/2  4  2.09881E+03  2.11300E+03  2.10800E+03  1.13127E+01  5.60000E+00
 72 Hf  8 M4 3d3/2  4  1.72534E+03  1.72000E+03  1.71600E+03  2.51818E+00  1.52000E+00
 72 Hf  9 M5 3d5/2  6  1.66825E+03  1.66500E+03  1.66200E+03  1.51873E+00  1.52000E+00
 72 Hf 10 N1 4s1/2  2  5.25794E+02  5.42000E+02  5.38000E+02  1.42107E+01  6.80000E+00
 72 Hf 11 N2 4p1/2  2  4.35348E+02  4.44000E+02  4.38200E+02  1.42822E+01  5.60000E+00
 72 Hf 12 N3 4p3/2  4  3.75625E+02  3.86000E+02  3.80700E+02  9.96044E+00  3.85000E+00
 72 Hf 13 N4 4d3/2  4  2.25379E+02  2.29000E+02  2.20000E+02  6.73287E+00  3.90000E+00
 72 Hf 14 N5 4d5/2  6  2.14317E+02  2.17000E+02  2.11500E+02  6.45586E+00  3.50000E+00
 72 Hf 17 O1 5s1/2  2  7.23791E+01  6.80000E+01  6.42000E+01  5.46893E+00  0.00000E+00
 72 Hf 18 O2 5p1/2  2  4.61487E+01  4.30000E+01  3.80000E+01  1.08171E+00  0.00000E+00
 72 Hf 19 O3 5p3/2  4  3.78702E+01  3.50000E+01  2.99000E+01  4.19918E-01  0.00000E+00
 72 Hf 15 N6 4f5/2  6  2.68876E+01  2.10000E+01  1.59000E+01  0.00000E+00  7.00000E-02
 72 Hf 16 N7 4f7/2  8  2.49914E+01  2.00000E+01  1.42800E+01  0.00000E+00  3.00000E-02
 72 Hf 20 O4 5d3/2  2  5.58994E+00  7.25000E+00  3.35000E+00  0.00000E+00  0.00000E+00
 72 Hf 24 P1 6s1/2  2  6.80008E+00  7.25000E+00  3.35000E+00  0.00000E+00  0.00000E+00
 73 Ta  1 K  1s1/2  2  6.75664E+04  6.74190E+04  6.74160E+04  3.70524E+01  3.79000E+01
 73 Ta  2 L1 2s1/2  2  1.16566E+04  1.16840E+04  1.16820E+04  1.02235E+01  6.00000E+00
 73 Ta  3 L2 2p1/2  2  1.11637E+04  1.11390E+04  1.11360E+04  4.55680E+00  4.69000E+00
 73 Ta  4 L3 2p3/2  4  9.87869E+03  9.88400E+03  9.88100E+03  4.49470E+00  4.68000E+00
 73 Ta  5 M1 3s1/2  2  2.68498E+03  2.71200E+03  2.70800E+03  1.75285E+01  1.43000E+01
 73 Ta  6 M2 3p1/2  2  2.46175E+03  2.47200E+03  2.46900E+03  1.12689E+01  7.80000E+00
 73 Ta  7 M3 3p3/2  4  2.18372E+03  2.19700E+03  2.19400E+03  1.01902E+01  5.70000E+00
 73 Ta  8 M4 3d3/2  4  1.80193E+03  1.79600E+03  1.79300E+03  2.55648E+00  1.61000E+00
 73 Ta  9 M5 3d5/2  6  1.74092E+03  1.73700E+03  1.73500E+03  1.60622E+00  1.61000E+00
 73 Ta 10 N1 4s1/2  2  5.54612E+02  5.70000E+02  5.63400E+02  1.43627E+01  7.00000E+00
 73 Ta 11 N2 4p1/2  2  4.61356E+02  4.69000E+02  4.63400E+02  1.35453E+01  5.70000E+00
 73 Ta 12 N3 4p3/2  4  3.97012E+02  4.07000E+02  4.00900E+02  1.00198E+01  4.00000E+00
 73 Ta 13 N4 4d3/2  4  2.42130E+02  2.45000E+02  2.37900E+02  7.00505E+00  4.00000E+00
 73 Ta 14 N5 4d5/2  6  2.30174E+02  2.32000E+02  2.26400E+02  6.67363E+00  3.65000E+00
 73 Ta 17 O1 5s1/2  2  7.85162E+01  7.40000E+01  6.97000E+01  5.64534E+00  0.00000E+00
 73 Ta 18 O2 5p1/2  2  5.08616E+01  4.70000E+01  4.22000E+01  1.60162E+00  0.00000E+00
 73 Ta 19 O3 5p3/2  4  4.15635E+01  3.80000E+01  3.27000E+01  6.26824E-01  0.00000E+00
 73 Ta 15 N6 4f5/2  6  3.56231E+01  3.00000E+01  2.35000E+01  0.00000E+00  8.00000E-02
 73 Ta 16 N7 4f7/2  8  3.34792E+01  2.80000E+01  2.18000E+01  0.00000E+00  4.00000E-02
 73 Ta 20 O4 5d3/2  3  6.78585E+00  8.14000E+00  3.89000E+00  0.00000E+00  0.00000E+00
 73 Ta 24 P1 6s1/2  2  7.22872E+00  8.14000E+00  3.89000E+00  0.00000E+00  0.00000E+00
 74 W   1 K  1s1/2  2  6.96905E+04  6.95290E+04  6.95250E+04  3.91539E+01  4.01000E+01
 74 W   2 L1 2s1/2  2  1.20772E+04  1.21030E+04  1.21000E+04  1.16217E+01  6.30000E+00
 74 W   3 L2 2p1/2  2  1.15735E+04  1.15460E+04  1.15440E+04  4.68620E+00  4.82000E+00
 74 W   4 L3 2p3/2  4  1.02052E+04  1.02090E+04  1.02070E+04  4.62580E+00  4.81000E+00
 74 W   5 M1 3s1/2  2  2.79671E+03  2.82300E+03  2.82000E+03  1.73858E+01  1.45000E+01
 74 W   6 M2 3p1/2  2  2.56803E+03  2.57700E+03  2.57500E+03  1.15434E+01  8.10000E+00
 74 W   7 M3 3p3/2  4  2.27071E+03  2.28300E+03  2.28100E+03  1.01180E+01  6.40000E+00
 74 W   8 M4 3d3/2  4  1.88053E+03  1.87400E+03  1.87200E+03  2.50675E+00  1.70000E+00
 74 W   9 M5 3d5/2  6  1.81541E+03  1.81100E+03  1.80900E+03  1.69826E+00  1.70000E+00
 74 W  10 N1 4s1/2  2  5.84519E+02  5.99000E+02  5.94100E+02  1.44938E+01  7.30000E+00
 74 W  11 N2 4p1/2  2  4.88403E+02  4.95000E+02  4.90400E+02  1.36045E+01  5.80000E+00
 74 W  12 N3 4p3/2  4  4.19121E+02  4.28000E+02  4.23600E+02  1.00109E+01  4.20000E+00
 74 W  13 N4 4d3/2  4  2.59538E+02  2.61000E+02  2.55900E+02  7.25253E+00  4.10000E+00
 74 W  14 N5 4d5/2  6  2.46627E+02  2.48000E+02  2.43500E+02  6.86149E+00  3.80000E+00
 74 W  17 O1 5s1/2  2  8.47291E+01  8.00000E+01  7.56000E+01  5.82174E+00  0.00000E+00
 74 W  18 O2 5p1/2  2  5.56220E+01  5.10000E+01  4.53000E+01  2.12143E+00  0.00000E+00
